satellite_time,uid,lat,lon,alt,accu
1493078454000,9095,37.77492344,-122.46883055,44.0,27.0
1493078459000,9095,37.77492344,-122.46883055,44.0,27.0
1493078464000,9095,37.77492344,-122.46883055,44.0,27.0
1493078469000,9095,37.77492344,-122.46883055,44.0,27.0
1493078474000,9095,37.77492344,-122.46883055,44.0,27.0
1493078827000,9095,37.7748936,-122.46885202,53.0,32.0
1493078832000,9095,37.7748936,-122.46885202,53.0,32.0
1493078837000,9095,37.7748936,-122.46885202,53.0,32.0
1493078842000,9095,37.7748936,-122.46885202,53.0,32.0
1493078847000,9095,37.7748936,-122.46885202,53.0,32.0
1493079146000,9095,37.772858899999996,-122.4664598,0.0,1081.0
1493079324000,9095,37.77488517,-122.4688812,62.0,48.0
1493079325000,9095,37.7748867,-122.46888092,62.0,45.0
1493079326000,9095,37.77488762,-122.46888072,62.0,45.0
1493079327000,9095,37.77488646,-122.46888093,62.0,44.0
1493079328000,9095,37.77488581,-122.46888103,62.0,43.0
1493079329000,9095,37.77488641,-122.46888084,62.0,37.0
1493079330000,9095,37.77488676,-122.46888072,62.0,36.0
1493079331000,9095,37.77488673,-122.4688807,62.0,36.0
1493079332000,9095,37.77488820000001,-122.46888035,62.0,36.0
1493079333000,9095,37.77489117,-122.4688807,62.0,34.0
1493079334000,9095,37.77489275,-122.46888084,62.0,34.0
1493079335000,9095,37.77489366,-122.46888086,62.0,35.0
1493079336000,9095,37.77489407,-122.46888086,62.0,33.0
1493079337000,9095,37.77489422,-122.4688808,62.0,34.0
1493079338000,9095,37.77489418,-122.46888077,62.0,34.0
1493079339000,9095,37.77489417,-122.46888079,62.0,35.0
1493079340000,9095,37.77489416,-122.46888074,62.0,34.0
1493079341000,9095,37.77489425,-122.46888064,62.0,34.0
1493079342000,9095,37.77489457,-122.46888035,62.0,34.0
1493079343000,9095,37.77489474,-122.46888020000002,62.0,31.0
1493079344000,9095,37.77489486,-122.46888009999999,62.0,25.0
1493079344000,9095,37.772858899999996,-122.4664598,0.0,1081.0
1493079345000,9095,37.7748948,-122.46888014,62.0,25.0
1493079364000,9095,37.772858899999996,-122.4664598,0.0,1081.0
1493079633000,9095,37.772858899999996,-122.4664598,0.0,1081.0
1493080000000,9095,37.77489737,-122.46887522,60.0,43.0
1493080001000,9095,37.77489821,-122.46887476,60.0,37.0
1493080002000,9095,37.77490101,-122.46887325,59.0,28.0
1493080003000,9095,37.77490451,-122.46887133,58.0,23.0
1493080004000,9095,37.77490671,-122.46887007,57.0,19.0
1493080005000,9095,37.77490741,-122.46886961,58.0,19.0
1493080006000,9095,37.77490742,-122.46886956,58.0,19.0
1493080007000,9095,37.77490728,-122.46886957,58.0,17.0
1493080012000,9095,37.77490728,-122.46886957,58.0,17.0
1493080016000,9095,37.772858899999996,-122.4664598,0.0,1081.0
1493080017000,9095,37.77490728,-122.46886957,58.0,17.0
1493080363000,9095,37.77490375,-122.46887091,58.0,41.0
1493080364000,9095,37.77490373,-122.46887097,58.0,34.0
1493080365000,9095,37.77490419,-122.46887059,58.0,30.0
1493080366000,9095,37.77490585,-122.46886944,57.0,32.0
1493080367000,9095,37.77490788,-122.46886805,57.0,30.0
1493080368000,9095,37.77490728,-122.46886836,57.0,30.0
1493080369000,9095,37.77490727,-122.46886829,57.0,31.0
1493080370000,9095,37.77490754,-122.46886798,57.0,29.0
1493080371000,9095,37.77490764,-122.46886776,57.0,29.0
1493080372000,9095,37.77490758,-122.46886763,57.0,30.0
1493080373000,9095,37.77490753,-122.46886751,57.0,26.0
1493080374000,9095,37.77490745,-122.46886752,57.0,27.0
1493080375000,9095,37.77490739,-122.46886755,57.0,26.0
1493080376000,9095,37.77490739,-122.46886751,57.0,28.0
1493080377000,9095,37.77490741,-122.46886749,57.0,28.0
1493080378000,9095,37.77490744,-122.46886754,57.0,27.0
1493080379000,9095,37.77490747,-122.46886759,57.0,27.0
