satellite_time,uid,lat,lon,alt,accu
1452728603000,9100,37.7689,-122.421,-18.0,57.0
1452728603000,9100,37.7689,-122.421,-18.0,57.0
1452728603000,9100,37.7689,-122.421,-18.0,57.0
1452728603000,9100,37.7689,-122.421,-18.0,57.0
1452728603000,9100,37.7689,-122.421,-18.0,57.0
1452728603000,9100,37.7689,-122.421,-18.0,57.0
1452728603000,9100,37.7689,-122.421,-18.0,57.0
1452728603000,9100,37.7689,-122.421,-18.0,57.0
1452728603000,9100,37.7689,-122.421,-18.0,57.0
1452728603000,9100,37.7689,-122.421,-18.0,57.0
1452728603000,9100,37.7689,-122.421,-18.0,57.0
1452728603000,9100,37.7689,-122.421,-18.0,57.0
1452728603000,9100,37.7689,-122.421,-18.0,57.0
1452728603000,9100,37.7689,-122.421,-18.0,57.0
1452728603000,9100,37.7689,-122.421,-18.0,57.0
1452728604000,9100,37.7689,-122.421,-18.0,52.0
1452728604000,9100,37.7689,-122.421,-18.0,52.0
1452728604000,9100,37.7689,-122.421,-18.0,52.0
1452728604000,9100,37.7689,-122.421,-18.0,52.0
1452728604000,9100,37.7689,-122.421,-18.0,52.0
1452728604000,9100,37.7689,-122.421,-18.0,52.0
1452728604000,9100,37.7689,-122.421,-18.0,52.0
1452728604000,9100,37.7689,-122.421,-18.0,52.0
1452728604000,9100,37.7689,-122.421,-18.0,52.0
1452728604000,9100,37.7689,-122.421,-18.0,52.0
1452728604000,9100,37.7689,-122.421,-18.0,52.0
1452728604000,9100,37.7689,-122.421,-18.0,52.0
1452728604000,9100,37.7689,-122.421,-18.0,52.0
1452728604000,9100,37.7689,-122.421,-18.0,52.0
1452728604000,9100,37.7689,-122.421,-18.0,52.0
1452728605000,9100,37.7689,-122.421,-18.0,48.0
1452728605000,9100,37.7689,-122.421,-18.0,48.0
1452728605000,9100,37.7689,-122.421,-18.0,48.0
1452728605000,9100,37.7689,-122.421,-18.0,48.0
1452728605000,9100,37.7689,-122.421,-18.0,48.0
1452728605000,9100,37.7689,-122.421,-18.0,48.0
1452728605000,9100,37.7689,-122.421,-18.0,48.0
1452728605000,9100,37.7689,-122.421,-18.0,48.0
1452728605000,9100,37.7689,-122.421,-18.0,48.0
1452728605000,9100,37.7689,-122.421,-18.0,48.0
1452728605000,9100,37.7689,-122.421,-18.0,48.0
1452728605000,9100,37.7689,-122.421,-18.0,48.0
1452728605000,9100,37.7689,-122.421,-18.0,48.0
1452728605000,9100,37.7689,-122.421,-18.0,48.0
1452728605000,9100,37.7689,-122.421,-18.0,48.0
1452728606000,9100,37.7689,-122.421,-18.0,47.0
1452728606000,9100,37.7689,-122.421,-18.0,47.0
1452728606000,9100,37.7689,-122.421,-18.0,47.0
1452728606000,9100,37.7689,-122.421,-18.0,47.0
1452728606000,9100,37.7689,-122.421,-18.0,47.0
1452728606000,9100,37.7689,-122.421,-18.0,47.0
1452728606000,9100,37.7689,-122.421,-18.0,47.0
1452728606000,9100,37.7689,-122.421,-18.0,47.0
1452728606000,9100,37.7689,-122.421,-18.0,47.0
1452728606000,9100,37.7689,-122.421,-18.0,47.0
1452728606000,9100,37.7689,-122.421,-18.0,47.0
1452728606000,9100,37.7689,-122.421,-18.0,47.0
1452728606000,9100,37.7689,-122.421,-18.0,47.0
1452728606000,9100,37.7689,-122.421,-18.0,47.0
1452728606000,9100,37.7689,-122.421,-18.0,47.0
1452728607000,9100,37.7689,-122.421,-18.0,45.0
1452728607000,9100,37.7689,-122.421,-18.0,45.0
1452728607000,9100,37.7689,-122.421,-18.0,45.0
1452728607000,9100,37.7689,-122.421,-18.0,45.0
1452728607000,9100,37.7689,-122.421,-18.0,45.0
1452728607000,9100,37.7689,-122.421,-18.0,45.0
1452728607000,9100,37.7689,-122.421,-18.0,45.0
1452728607000,9100,37.7689,-122.421,-18.0,45.0
1452728607000,9100,37.7689,-122.421,-18.0,45.0
1452728607000,9100,37.7689,-122.421,-18.0,45.0
1452728607000,9100,37.7689,-122.421,-18.0,45.0
1452728607000,9100,37.7689,-122.421,-18.0,45.0
1452728607000,9100,37.7689,-122.421,-18.0,45.0
1452728607000,9100,37.7689,-122.421,-18.0,45.0
1452728607000,9100,37.7689,-122.421,-18.0,45.0
1452728608000,9100,37.7689,-122.421,-18.0,44.0
1452728608000,9100,37.7689,-122.421,-18.0,44.0
1452728608000,9100,37.7689,-122.421,-18.0,44.0
1452728608000,9100,37.7689,-122.421,-18.0,44.0
1452728608000,9100,37.7689,-122.421,-18.0,44.0
1452728608000,9100,37.7689,-122.421,-18.0,44.0
1452728608000,9100,37.7689,-122.421,-18.0,44.0
1452728608000,9100,37.7689,-122.421,-18.0,44.0
1452728608000,9100,37.7689,-122.421,-18.0,44.0
1452728608000,9100,37.7689,-122.421,-18.0,44.0
1452728608000,9100,37.7689,-122.421,-18.0,44.0
1452728608000,9100,37.7689,-122.421,-18.0,44.0
1452728608000,9100,37.7689,-122.421,-18.0,44.0
1452728608000,9100,37.7689,-122.421,-18.0,44.0
1452728608000,9100,37.7689,-122.421,-18.0,44.0
1452728609000,9100,37.7689,-122.421,-18.0,43.0
1452728609000,9100,37.7689,-122.421,-18.0,43.0
1452728609000,9100,37.7689,-122.421,-18.0,43.0
1452728609000,9100,37.7689,-122.421,-18.0,43.0
1452728609000,9100,37.7689,-122.421,-18.0,43.0
1452728609000,9100,37.7689,-122.421,-18.0,43.0
1452728609000,9100,37.7689,-122.421,-18.0,43.0
1452728609000,9100,37.7689,-122.421,-18.0,43.0
1452728609000,9100,37.7689,-122.421,-18.0,43.0
1452728609000,9100,37.7689,-122.421,-18.0,43.0
1452728609000,9100,37.7689,-122.421,-18.0,43.0
1452728609000,9100,37.7689,-122.421,-18.0,43.0
1452728609000,9100,37.7689,-122.421,-18.0,43.0
1452728609000,9100,37.7689,-122.421,-18.0,43.0
1452728609000,9100,37.7689,-122.421,-18.0,43.0
1452728610000,9100,37.7689,-122.421,-18.0,37.0
1452728610000,9100,37.7689,-122.421,-18.0,37.0
1452728610000,9100,37.7689,-122.421,-18.0,37.0
1452728610000,9100,37.7689,-122.421,-18.0,37.0
1452728610000,9100,37.7689,-122.421,-18.0,37.0
1452728610000,9100,37.7689,-122.421,-18.0,37.0
1452728610000,9100,37.7689,-122.421,-18.0,37.0
1452728610000,9100,37.7689,-122.421,-18.0,37.0
1452728610000,9100,37.7689,-122.421,-18.0,37.0
1452728610000,9100,37.7689,-122.421,-18.0,37.0
1452728610000,9100,37.7689,-122.421,-18.0,37.0
1452728610000,9100,37.7689,-122.421,-18.0,37.0
1452728610000,9100,37.7689,-122.421,-18.0,37.0
1452728610000,9100,37.7689,-122.421,-18.0,37.0
1452728610000,9100,37.7689,-122.421,-18.0,37.0
1452728611000,9100,37.7689,-122.421,-18.0,38.0
1452728611000,9100,37.7689,-122.421,-18.0,38.0
1452728611000,9100,37.7689,-122.421,-18.0,38.0
1452728611000,9100,37.7689,-122.421,-18.0,38.0
1452728611000,9100,37.7689,-122.421,-18.0,38.0
1452728611000,9100,37.7689,-122.421,-18.0,38.0
1452728611000,9100,37.7689,-122.421,-18.0,38.0
1452728611000,9100,37.7689,-122.421,-18.0,38.0
1452728611000,9100,37.7689,-122.421,-18.0,38.0
1452728611000,9100,37.7689,-122.421,-18.0,38.0
1452728611000,9100,37.7689,-122.421,-18.0,38.0
1452728611000,9100,37.7689,-122.421,-18.0,38.0
1452728611000,9100,37.7689,-122.421,-18.0,38.0
1452728611000,9100,37.7689,-122.421,-18.0,38.0
1452728611000,9100,37.7689,-122.421,-18.0,38.0
1452728612000,9100,37.7689,-122.421,-18.0,39.0
1452728612000,9100,37.7689,-122.421,-18.0,39.0
1452728612000,9100,37.7689,-122.421,-18.0,39.0
